#Ensembl.ID	Symbol
ENSGALG00000006483	ENSGALG00000006483
ENSGALG00000006488	RYK
ENSGALG00000006471	SLCO2A1
ENSGALG00000026302	SRPRB
ENSGALG00000006453	TF
ENSGALG00000006440	GAL3ST4
ENSGALG00000006436	AQP12A
ENSGALG00000006426	PAK2
ENSGALG00000006408	PIGX
ENSGALG00000006405	CEP19
ENSGALG00000006402	NRROS
ENSGALG00000037281	FBXO45
ENSGALG00000006395	WDR53
ENSGALG00000006392	RNF168
ENSGALG00000031820	ENSGALG00000031820
ENSGALG00000006385	UBXN7
ENSGALG00000006375	TM4SF19
ENSGALG00000006361	NEU4
ENSGALG00000006354	GAL3ST2
ENSGALG00000039535	D2HGDH
ENSGALG00000006317	ING5
ENSGALG00000006305	DTYMK
ENSGALG00000006298	ATG4B
ENSGALG00000006283	THAP4
ENSGALG00000006260	KLHL30
ENSGALG00000006253	ILKAP
ENSGALG00000006221	KIF1A
ENSGALG00000020943	AGXT
ENSGALG00000006044	MAB21L4
ENSGALG00000043596	SNED1
ENSGALG00000036927	MIR1704
ENSGALG00000006016	PASK
ENSGALG00000031766	PPP1R7
ENSGALG00000005823	HDLBP
ENSGALG00000031942	MIR1612
ENSGALG00000005809	SEPT2
ENSGALG00000005788	FARP2
ENSGALG00000037739	STK25
ENSGALG00000005772	BOK
ENSGALG00000005768	ETV5
ENSGALG00000005721	DGKG
ENSGALG00000005675	PTTG1IP
ENSGALG00000032783	SUMO3
ENSGALG00000005667	UBE2G2
ENSGALG00000005655	TSPEAR
ENSGALG00000005631	TRPM2
ENSGALG00000041744	OTOS
ENSGALG00000041709	MIR1608
ENSGALG00000028636	COPS9
ENSGALG00000005554	ADIPOQ
ENSGALG00000005550	ST6GAL1
ENSGALG00000020985	ENSGALG00000020985
ENSGALG00000020986	
ENSGALG00000037223	GPR35
ENSGALG00000005544	GPR55
ENSGALG00000005543	LOC101748451
ENSGALG00000036111	ITM2C
ENSGALG00000027262	CAB39
ENSGALG00000028415	HES6
ENSGALG00000031349	MIR1577
ENSGALG00000005521	PER2
ENSGALG00000030350	VAMP2
ENSGALG00000024266	ENSGALG00000024266
ENSGALG00000005505	PIK3CB
ENSGALG00000029282	FOXL2
ENSGALG00000005367	MRPS22
ENSGALG00000005357	COPB2
ENSGALG00000005327	RBP2
ENSGALG00000037875	RBP1
ENSGALG00000032952	ENSGALG00000032952
ENSGALG00000026187	NMNAT3
ENSGALG00000037387	CLSTN2
ENSGALG00000005286	TRIM42
ENSGALG00000032053	SPSB4
ENSGALG00000005283	SLC25A36
ENSGALG00000045497	ENSGALG00000045497
ENSGALG00000029102	PXYLP1
ENSGALG00000030608	MIR1741
ENSGALG00000042576	MIR6574
ENSGALG00000005256	EPHA4
ENSGALG00000035553	ENSGALG00000035553
ENSGALG00000030944	PAX3
ENSGALG00000042238	ENSGALG00000042238
ENSGALG00000005245	SGPP2
ENSGALG00000005236	FARSB
ENSGALG00000005217	MOGAT1
ENSGALG00000005206	ACSL3
ENSGALG00000031350	KCNE4
ENSGALG00000029819	SCG2
ENSGALG00000005171	AP1S3
ENSGALG00000005158	WDFY1
ENSGALG00000005135	SERPINE2
ENSGALG00000036399	ENSGALG00000036399
ENSGALG00000005118	FAM124B
ENSGALG00000005108	CUL3
ENSGALG00000005076	GUCY1B4
ENSGALG00000005030	DOCK10
ENSGALG00000004966	NYAP2
ENSGALG00000031808	ENSGALG00000031808
ENSGALG00000035425	ENSGALG00000035425
ENSGALG00000041879	ENSGALG00000041879
ENSGALG00000004959	IRS1
ENSGALG00000004957	RHBDD1
ENSGALG00000043175	ENSGALG00000043175
ENSGALG00000004946	COL4A4
ENSGALG00000038612	COL4A3
ENSGALG00000003079	MFF
ENSGALG00000003067	MRPL44
ENSGALG00000003052	AGFG1
ENSGALG00000003025	SLC19A3
ENSGALG00000031736	ENSGALG00000031736
ENSGALG00000021092	THT2L
ENSGALG00000003003	CCL20
ENSGALG00000002992	DAW1
ENSGALG00000002974	SPHKAP
ENSGALG00000040423	ENSGALG00000040423
ENSGALG00000002963	PID1
ENSGALG00000037810	ENSGALG00000037810
ENSGALG00000038711	ENSGALG00000038711
ENSGALG00000002958	DNER
ENSGALG00000002929	TRIP12
ENSGALG00000002897	SLC16A14
ENSGALG00000034946	ENSGALG00000034946
ENSGALG00000036543	ZBTB38
ENSGALG00000002850	RASA2
ENSGALG00000021117	RNF7
ENSGALG00000002800	GRK7
ENSGALG00000002764	ATP1B3
ENSGALG00000025759	TFDP2
ENSGALG00000030000	ENSGALG00000030000
ENSGALG00000002729	GK5
ENSGALG00000002706	XRN1
ENSGALG00000002663	ATR
ENSGALG00000002647	PLS1
ENSGALG00000002639	TRPC1
ENSGALG00000002623	PCOLCE2
ENSGALG00000021180	PAQR9
ENSGALG00000002612	U2SURP
ENSGALG00000030959	MIR1458
ENSGALG00000034507	CHST2
ENSGALG00000032040	ENSGALG00000032040
ENSGALG00000043388	ENSGALG00000043388
ENSGALG00000002374	SLC9A9
ENSGALG00000002347	C9H3orf58
ENSGALG00000006783	PLOD2
ENSGALG00000006805	PLSCR1
ENSGALG00000006807	PLSCR5
ENSGALG00000006810	ZIC4
ENSGALG00000040532	ZIC1
ENSGALG00000034521	LOC107054107
ENSGALG00000040598	MIR6611
ENSGALG00000038512	AGTR1
ENSGALG00000006843	NCBP2
ENSGALG00000006834	CPB1
ENSGALG00000026294	PIGZ
ENSGALG00000006855	MELTF
ENSGALG00000006908	DLG1
ENSGALG00000006947	BDH1
ENSGALG00000006976	BDH1B
ENSGALG00000006995	APOD
ENSGALG00000029789	PPP1R2
ENSGALG00000007040	ACAP2
ENSGALG00000038446	XXYLT1
ENSGALG00000041898	FAM43A
ENSGALG00000007058	LSG1
ENSGALG00000040135	ENSGALG00000040135
ENSGALG00000007075	ATP13A3
ENSGALG00000045125	GP5
ENSGALG00000046461	LRRC15
ENSGALG00000045776	CPN2
ENSGALG00000028015	HES1
ENSGALG00000007150	OPA1
ENSGALG00000020827	ATP13A4
ENSGALG00000007179	ATP13A5
ENSGALG00000007193	HRASLS
ENSGALG00000035914	ENSGALG00000035914
ENSGALG00000041392	ENSGALG00000041392
ENSGALG00000041038	ENSGALG00000041038
ENSGALG00000046152	ENSGALG00000046152
ENSGALG00000043973	ENSGALG00000043973
ENSGALG00000007218	MB21D2
ENSGALG00000036971	FGF12
ENSGALG00000040345	ENSGALG00000040345
ENSGALG00000046631	ENSGALG00000046631
ENSGALG00000036440	ENSGALG00000036440
ENSGALG00000020813	CCDC50
ENSGALG00000033767	ENSGALG00000033767
ENSGALG00000007222	UTS2B
ENSGALG00000007226	OSTN
ENSGALG00000026907	GMNC
ENSGALG00000030223	ENSGALG00000030223
ENSGALG00000007253	IL1RAP
ENSGALG00000043496	MIR1762
ENSGALG00000026953	TMEM207
ENSGALG00000025821	CLDN16
ENSGALG00000026862	CLDN1
ENSGALG00000040866	P3H2
ENSGALG00000007324	TP63
ENSGALG00000030540	MIR1653
ENSGALG00000007337	LPP
ENSGALG00000007357	BCL6
ENSGALG00000007361	SST
ENSGALG00000007419	MASP1
ENSGALG00000046559	PDCD1
ENSGALG00000027722	TCTEX1D2
ENSGALG00000007474	PCYT1A
ENSGALG00000007478	SLC51A
ENSGALG00000045593	ENSGALG00000045593
ENSGALG00000040815	ENSGALG00000040815
ENSGALG00000007485	TFRC
ENSGALG00000027983	TNK2
ENSGALG00000032657	ENSGALG00000032657
ENSGALG00000007536	LOC424919
ENSGALG00000007557	RUBCN
ENSGALG00000007581	FYTTD1
ENSGALG00000007595	LRCH3
ENSGALG00000007607	IQCG
ENSGALG00000007611	RPL35A
ENSGALG00000043995	LOC107054074
ENSGALG00000032791	ENSGALG00000032791
ENSGALG00000007664	PSMD1
ENSGALG00000007681	HTR2B
ENSGALG00000032123	MIR6558
ENSGALG00000007691	ARMC9
ENSGALG00000007701	B3GNT7
ENSGALG00000032930	NCL
ENSGALG00000043314	SNORA75
ENSGALG00000030955	SNORD20
ENSGALG00000039986	SNORD20
ENSGALG00000032111	SNORD82
ENSGALG00000007714	NMUR1
ENSGALG00000039107	ENSGALG00000039107
ENSGALG00000043329	PTMA
ENSGALG00000045189	ENSGALG00000045189
ENSGALG00000033062	PDE6D
ENSGALG00000007752	COPS7B
ENSGALG00000007767	DIS3L2
ENSGALG00000023866	ALPI
ENSGALG00000007814	ALPP
ENSGALG00000007875	ENSGALG00000007875
ENSGALG00000030420	ECEL1
ENSGALG00000042612	SLC12A9
ENSGALG00000045413	PRSS56
ENSGALG00000007899	CHRND
ENSGALG00000007906	CHRNG
ENSGALG00000007919	EIF4E2
ENSGALG00000033604	MIR1755
ENSGALG00000045255	CYP2AB5
ENSGALG00000008105	CYP2AB4
ENSGALG00000045351	CYP2AB3
ENSGALG00000008178	CYP2AB2
ENSGALG00000008283	CYP2AB1
ENSGALG00000034562	CAPN10
ENSGALG00000008321	RNPEPL1
ENSGALG00000008369	ABCC5
ENSGALG00000008376	EIF2B5
ENSGALG00000008414	DVL3
ENSGALG00000008432	AP2M1
ENSGALG00000008480	ABCF3
ENSGALG00000026671	ENSGALG00000026671
ENSGALG00000028294	VWA5B2
ENSGALG00000008503	ALG3
ENSGALG00000026332	LOC431092
ENSGALG00000045574	CAMK2N2
ENSGALG00000006246	MUL1L
ENSGALG00000006272	ECE2
ENSGALG00000006294	PSMD2
ENSGALG00000008520	EIF4G1
ENSGALG00000032338	SNORD66
ENSGALG00000040801	SNORD66
ENSGALG00000029795	FAM131A
ENSGALG00000028183	HSPB7L
ENSGALG00000025804	CLCN2
ENSGALG00000026983	CHRD
ENSGALG00000025876	THPO
ENSGALG00000008534	POLR2H
ENSGALG00000008537	EPHB3
ENSGALG00000046036	ENSGALG00000046036
ENSGALG00000039874	ENSGALG00000039874
ENSGALG00000008545	SENP5
ENSGALG00000008601	AHSG
ENSGALG00000008608	FETUB
ENSGALG00000008646	HRG
ENSGALG00000046159	KNG1
ENSGALG00000035432	MIR6617
ENSGALG00000008684	MIR1248
ENSGALG00000034828	SNORD2
ENSGALG00000038614	SNORA81
ENSGALG00000036944	SNORA63
ENSGALG00000034244	SNORA4
ENSGALG00000008703	RFC4
ENSGALG00000008744	MCF2L2
ENSGALG00000032526	B3GNT5
ENSGALG00000008759	LAMP3
ENSGALG00000008785	MCCC1
ENSGALG00000008807	DCUN1D1
ENSGALG00000008839	ATP11B
ENSGALG00000031436	SOX2OT_exon4
ENSGALG00000043460	SOX2
ENSGALG00000036195	SOX2OT_exon3
ENSGALG00000037380	SOX2OT_exon1
ENSGALG00000039069	
ENSGALG00000008852	DNAJC19
ENSGALG00000008864	FXR1
ENSGALG00000021855	CCDC39
ENSGALG00000008889	TTC14
ENSGALG00000043386	PEX5L
ENSGALG00000034694	U6
ENSGALG00000008909	USP13
ENSGALG00000009076	NDUFB5
ENSGALG00000013759	MRPL47
ENSGALG00000009061	ACTL6A
ENSGALG00000008983	GNB4
ENSGALG00000037900	ENSGALG00000037900
ENSGALG00000041873	MFN1
ENSGALG00000005944	ZNF639
ENSGALG00000008934	PIK3CA
ENSGALG00000040948	ZMAT3
ENSGALG00000031929	KCNMB2
ENSGALG00000029432	ENSGALG00000029432
ENSGALG00000039182	TBL1XR1
ENSGALG00000035588	ENSGALG00000035588
ENSGALG00000042573	ENSGALG00000042573
ENSGALG00000023670	NAALADL2
ENSGALG00000039654	ENSGALG00000039654
ENSGALG00000040938	NLGN1
ENSGALG00000030383	SPATA16
ENSGALG00000009157	ECT2
ENSGALG00000009170	NCEH1
ENSGALG00000040584	ENSGALG00000040584
ENSGALG00000009179	TNFSF10
ENSGALG00000027947	GHSR
ENSGALG00000009222	FNDC3B
ENSGALG00000029414	ENSGALG00000029414
ENSGALG00000035753	ENSGALG00000035753
ENSGALG00000039253	ENSGALG00000039253
ENSGALG00000009252	PLD1
ENSGALG00000033595	ENSGALG00000033595
ENSGALG00000044051	ENSGALG00000044051
ENSGALG00000009298	TNIK
ENSGALG00000036531	ENSGALG00000036531
ENSGALG00000009306	SLC2A2
ENSGALG00000009309	EIF5A2
ENSGALG00000009312	RPL22L1
ENSGALG00000009349	SLC7A14
ENSGALG00000009355	CLDN11
ENSGALG00000009356	SKIL
ENSGALG00000009364	PRKCI
ENSGALG00000009372	PHC3
ENSGALG00000039989	GPR160
ENSGALG00000009379	SEC62
ENSGALG00000009383	SAMD7
ENSGALG00000023616	LRRC31
ENSGALG00000009397	LRRIQ4
ENSGALG00000009402	LRRC34
ENSGALG00000009409	MYNN
ENSGALG00000040451	Telomerase-vert
ENSGALG00000032577	MECOM
ENSGALG00000031382	ENSGALG00000031382
ENSGALG00000009458	MEGF6L
ENSGALG00000035025	MIR551B
ENSGALG00000045246	GOLIM4
ENSGALG00000009464	ENSGALG00000009464
ENSGALG00000044933	ENSGALG00000044933
ENSGALG00000009468	LOC425001
ENSGALG00000009470	SERPINI1
ENSGALG00000009477	PDCD10
ENSGALG00000046063	ENSGALG00000046063
ENSGALG00000028207	ZBBX
ENSGALG00000034860	BCHE
ENSGALG00000042159	SLITRK3
ENSGALG00000044013	ENSGALG00000044013
ENSGALG00000009511	SI
ENSGALG00000030029	ENSGALG00000030029
ENSGALG00000031485	ENSGALG00000031485
ENSGALG00000026305	OTOL1
ENSGALG00000027494	SPTSSB
ENSGALG00000009533	NMD3
ENSGALG00000026131	SPTSSBL
ENSGALG00000009537	PPM1L
ENSGALG00000029427	ENSGALG00000029427
ENSGALG00000043623	ARL14
ENSGALG00000009549	KPNA4
ENSGALG00000042723	SCARNA7
ENSGALG00000023571	TRIM59
ENSGALG00000009553	SMC4
ENSGALG00000032003	MIR16-2
ENSGALG00000041191	MIR15B
ENSGALG00000009559	IFT80
ENSGALG00000023546	NLRP1L
ENSGALG00000009574	IL12A
ENSGALG00000039468	SCHIP1
ENSGALG00000035389	ENSGALG00000035389
ENSGALG00000044085	IQCJ
ENSGALG00000009593	MFSD1
ENSGALG00000009594	RARRES1
ENSGALG00000009634	GFM1
ENSGALG00000009651	LXN
ENSGALG00000009654	MLF1
ENSGALG00000009669	RSRC1
ENSGALG00000039728	SHOX2
ENSGALG00000020626	PQLC2L
ENSGALG00000009682	VEPH1
ENSGALG00000028284	PTX3
ENSGALG00000009699	CCNL1
ENSGALG00000010218	ENSGALG00000010218
ENSGALG00000023531	ENSGALG00000023531
ENSGALG00000010256	TIPARP
ENSGALG00000028683	SSR3
ENSGALG00000010269	KCNAB1
ENSGALG00000010284	GMPS
ENSGALG00000042056	MIR1658
ENSGALG00000010302	SLC33A1
ENSGALG00000026293	C3orf33
ENSGALG00000010312	PLCH1
ENSGALG00000046058	ENSGALG00000046058
ENSGALG00000010331	MME
ENSGALG00000010337	GPR149
ENSGALG00000043082	DHX36
ENSGALG00000010352	ARHGEF26
ENSGALG00000042553	RAP2B
ENSGALG00000010357	P2RY1
ENSGALG00000029190	MBNL1
ENSGALG00000032147	MIR1754
ENSGALG00000010364	AADAC
ENSGALG00000044293	IGSF10
ENSGALG00000010370	MED12L
ENSGALG00000036470	P2RY12
ENSGALG00000039432	P2RY13
ENSGALG00000038275	MIR1793
ENSGALG00000010377	GPR87
ENSGALG00000040367	P2RY14
ENSGALG00000040561	GPR171
ENSGALG00000010384	CLRN1
ENSGALG00000023497	MINDY4B
ENSGALG00000010395	SIAH2
ENSGALG00000035439	MIR6556
ENSGALG00000045603	LOC101750121
ENSGALG00000010399	SELENOT
ENSGALG00000010401	EIF2A
ENSGALG00000037325	SERP1
ENSGALG00000027591	TSC22D2
ENSGALG00000010410	PFN2
ENSGALG00000010411	RNF13
ENSGALG00000028001	COMMD2
ENSGALG00000010412	WWTR1
ENSGALG00000038747	TM4SF18
ENSGALG00000010427	TM4SF4
ENSGALG00000030773	CP
ENSGALG00000040089	HPS3
ENSGALG00000006241	LOC425049
ENSGALG00000035535	GYG1
ENSGALG00000030883	ENSGALG00000030883
ENSGALG00000044258	ENSGALG00000044258
ENSGALG00000045947	ENSGALG00000045947
ENSGALG00000045764	ENSGALG00000045764
ENSGALG00000044942	ENSGALG00000044942
ENSGALG00000046049	ENSGALG00000046049
ENSGALG00000037710	ENSGALG00000037710
ENSGALG00000043655	ENSGALG00000043655
ENSGALG00000040159	ENSGALG00000040159
ENSGALG00000029250	ENSGALG00000029250
ENSGALG00000039318	ENSGALG00000039318
ENSGALG00000038868	ENSGALG00000038868
ENSGALG00000046675	ENSGALG00000046675
ENSGALG00000037795	ENSGALG00000037795
ENSGALG00000037659	ENSGALG00000037659
ENSGALG00000045897	LOC107054169
ENSGALG00000041206	ENSGALG00000041206
ENSGALG00000045007	ENSGALG00000045007
ENSGALG00000032196	OR6B1
ENSGALG00000042358	ENSGALG00000042358
ENSGALG00000046539	ENSGALG00000046539
ENSGALG00000032971	OR6B1L2
ENSGALG00000044048	ENSGALG00000044048
ENSGALG00000045828	OR10A7
ENSGALG00000041229	OR11A1
ENSGALG00000039166	OR10A4
ENSGALG00000035749	MZT2BL
ENSGALG00000038637	SHF
ENSGALG00000034240	MIR1670
ENSGALG00000030863	SLC28A2
ENSGALG00000037950	ALPK3
ENSGALG00000046611	ENSGALG00000046611
ENSGALG00000039164	ENSGALG00000039164
ENSGALG00000039113	ENSGALG00000039113
ENSGALG00000031589	ZNF592
ENSGALG00000037553	SEC11A
ENSGALG00000043506	NMB
ENSGALG00000035246	DUOXA2
ENSGALG00000036511	DUOXA1L
ENSGALG00000041510	DUOX2
ENSGALG00000031408	SORD
ENSGALG00000030988	RBPMS2
ENSGALG00000036706	NEAT1_3
ENSGALG00000036288	OAZ2
ENSGALG00000040087	ZNF609
ENSGALG00000030672	TRIP4
ENSGALG00000027464	MIR6692
ENSGALG00000034288	KIAA0101
ENSGALG00000030812	CSNK1G1
ENSGALG00000002210	PPIB
ENSGALG00000002189	SNX1
ENSGALG00000002167	PATL2
ENSGALG00000002160	B2M
ENSGALG00000025720	TERB2
ENSGALG00000002157	RPS17
ENSGALG00000017819	SNORA71
ENSGALG00000002150	CPEB1
ENSGALG00000035202	AP3B2
ENSGALG00000025395	MIR1688
ENSGALG00000002102	ENSGALG00000002102
ENSGALG00000002097	LOC415324
ENSGALG00000002093	NR2E3
ENSGALG00000033618	MYO9A
ENSGALG00000027050	SENP8
ENSGALG00000002000	GRAMD2
ENSGALG00000028738	MIR6660
ENSGALG00000001992	PKM
ENSGALG00000001981	PARP6
ENSGALG00000031313	CELF6
ENSGALG00000043828	HEXA
ENSGALG00000039656	ENSGALG00000039656
ENSGALG00000035335	ENSGALG00000035335
ENSGALG00000001901	ARIH1
ENSGALG00000001798	BBS4
ENSGALG00000001788	ADPGK
ENSGALG00000001774	NEO1
ENSGALG00000025239	MIR1623
ENSGALG00000001764	HCN4
ENSGALG00000044207	REC114
ENSGALG00000001741	NPTN
ENSGALG00000001729	CD276
ENSGALG00000001721	ZP3L2
ENSGALG00000001716	C10H15ORF59
ENSGALG00000045264	LOC415312
ENSGALG00000028247	LOXL1
ENSGALG00000044354	MUC1
ENSGALG00000038458	LOXL1
ENSGALG00000044950	ENSGALG00000044950
ENSGALG00000027805	C15orf39
ENSGALG00000001711	PPCDC
ENSGALG00000014116	SCAMP5
ENSGALG00000028888	MIR6625
ENSGALG00000023859	RPP25
ENSGALG00000014121	COX5A
ENSGALG00000045578	ENSGALG00000045578
ENSGALG00000029296	MPI
ENSGALG00000025586	MIR2128
ENSGALG00000001689	SCAMP2
ENSGALG00000032215	ULK3
ENSGALG00000026446	CPLX3
ENSGALG00000031270	CSK
ENSGALG00000046079	ENSGALG00000046079
ENSGALG00000001320	CYP1A2
ENSGALG00000001325	CYP1A1
ENSGALG00000040181	EDC3
ENSGALG00000001362	CLK3
ENSGALG00000029615	ENSGALG00000029615
ENSGALG00000001376	ARID3B
ENSGALG00000001381	ACTG1
ENSGALG00000028375	ENSGALG00000028375
ENSGALG00000029026	MIR6703
ENSGALG00000001394	UBL7
ENSGALG00000001412	SEMA7A
ENSGALG00000025577	MIR1794
ENSGALG00000034982	CYP11A1
ENSGALG00000042880	ENSGALG00000042880
ENSGALG00000001449	STRA6
ENSGALG00000021525	ISLR
ENSGALG00000029151	ISLR2
ENSGALG00000045105	ENSGALG00000045105
ENSGALG00000001470	STOML1
ENSGALG00000045534	PMLL
ENSGALG00000045179	ZP3L1
ENSGALG00000001559	ZP3
ENSGALG00000001572	COMMD4
ENSGALG00000001586	NEIL1
ENSGALG00000001615	MAN2C1
ENSGALG00000001644	SIN3A
ENSGALG00000001664	PTPN9
ENSGALG00000029537	SNUPN
ENSGALG00000026164	MIR6575
ENSGALG00000033110	SNX33
ENSGALG00000002678	CSPG4
ENSGALG00000002708	LINGO1
ENSGALG00000041641	HMG20A
ENSGALG00000045293	ENSGALG00000045293
ENSGALG00000002759	PEAK1
ENSGALG00000032369	ENSGALG00000032369
ENSGALG00000002774	TSPAN3
ENSGALG00000002786	PSTPIP1
ENSGALG00000039284	RCN2
ENSGALG00000002883	SCAPER
ENSGALG00000033391	ISL2
ENSGALG00000002925	ETFA
ENSGALG00000002945	TMEM266
ENSGALG00000002952	NRG4
ENSGALG00000039897	FBXO22
ENSGALG00000031166	ENSGALG00000031166
ENSGALG00000003005	CHRNB4
ENSGALG00000003014	CHRNA3
ENSGALG00000003021	CHRNA5
ENSGALG00000003046	PSMA4
ENSGALG00000003063	HYKK
ENSGALG00000035462	IREB2
ENSGALG00000003193	CRABP1
ENSGALG00000003221	WDR61
ENSGALG00000036850	DNAJA4
ENSGALG00000003286	ACSBG1
ENSGALG00000037401	IDH3A
ENSGALG00000026674	CIB2
ENSGALG00000003322	TBC1D2B
ENSGALG00000003336	DAPK2
ENSGALG00000032395	ENSGALG00000032395
ENSGALG00000003381	HERC1
ENSGALG00000003401	FBXL22
ENSGALG00000003427	USP3
ENSGALG00000003456	CA12
ENSGALG00000003487	RAB8B
ENSGALG00000034177	RPS27L
ENSGALG00000003505	LACTB
ENSGALG00000003521	TPM1
ENSGALG00000030573	ENSGALG00000030573
ENSGALG00000003628	TLN2
ENSGALG00000018256	MIR190A
ENSGALG00000046155	ENSGALG00000046155
ENSGALG00000029816	ENSGALG00000029816
ENSGALG00000046618	ENSGALG00000046618
ENSGALG00000038078	ENSGALG00000038078
ENSGALG00000003644	C2CD4A
ENSGALG00000003705	VPS13C
ENSGALG00000003759	RORA
ENSGALG00000027216	uc_338
ENSGALG00000046000	ICE2
ENSGALG00000003770	ANXA2
ENSGALG00000027498	FOXB1
ENSGALG00000043770	ENSGALG00000043770
ENSGALG00000003788	BNIP2
ENSGALG00000003793	GTF2A2
ENSGALG00000044940	GCNT3
ENSGALG00000003802	OTUD7A
ENSGALG00000032748	ENSGALG00000032748
ENSGALG00000026590	KLF13
ENSGALG00000003849	TRPM1
ENSGALG00000025242	MIR1574
ENSGALG00000018257	MIR204-2
ENSGALG00000040650	ENSGALG00000040650
ENSGALG00000042451	ENSGALG00000042451
ENSGALG00000003883	MTMR10
ENSGALG00000044177	FAN1
ENSGALG00000003906	MPHOSPH10
ENSGALG00000003913	MCEE
ENSGALG00000003930	APBA2
ENSGALG00000036084	ENSGALG00000036084
ENSGALG00000003944	FAM189A1
ENSGALG00000042552	TJP1
ENSGALG00000003985	TARSL2
ENSGALG00000026271	TM2D3
ENSGALG00000004038	ADAL
ENSGALG00000004046	LARP6
ENSGALG00000004059	LRRC49
ENSGALG00000004087	THSD4
ENSGALG00000004096	CHRNA7
ENSGALG00000004103	FAM81A
ENSGALG00000004150	MYO1E
ENSGALG00000004161	CCNB2
ENSGALG00000004171	RNF111
ENSGALG00000045409	ENSGALG00000045409
ENSGALG00000004192	SLTM
ENSGALG00000004204	FAM63B
ENSGALG00000004212	ADAM10
ENSGALG00000004230	LIPC
ENSGALG00000004261	AQP9
ENSGALG00000004270	ALDH1A2
ENSGALG00000004304	TCF12
ENSGALG00000034550	POLR2M
ENSGALG00000036680	GCOM1
ENSGALG00000004294	CGNL1
ENSGALG00000030527	ENSGALG00000030527
ENSGALG00000037723	ZNF280D
ENSGALG00000031919	ENSGALG00000031919
ENSGALG00000013893	MNS1
ENSGALG00000042476	TEX9
ENSGALG00000041896	RFX7
ENSGALG00000034549	ENSGALG00000034549
ENSGALG00000004347	NEDD4
ENSGALG00000043488	ENSGALG00000043488
ENSGALG00000037336	PRTG
ENSGALG00000004369	PYGO1
ENSGALG00000004387	CCPG1
ENSGALG00000037734	PIGB
ENSGALG00000004435	RAB27A
ENSGALG00000031853	PIGBOS1
ENSGALG00000032858	RSL24D1
ENSGALG00000027748	ENSGALG00000027748
ENSGALG00000035935	UNC13C
ENSGALG00000004545	WDR72
ENSGALG00000042036	ENSGALG00000042036
ENSGALG00000038618	ONECUT1
ENSGALG00000042839	FAM214A
ENSGALG00000017370	ARPP19
ENSGALG00000031987	MYO5A
ENSGALG00000035135	ENSGALG00000035135
ENSGALG00000033198	MYO5C
ENSGALG00000039307	GNB5
ENSGALG00000030871	BCL2L10
ENSGALG00000031448	MAPK6
ENSGALG00000004696	LEO1
ENSGALG00000004710	TMOD3
ENSGALG00000004740	TMOD2
ENSGALG00000018976	LYSMD2
ENSGALG00000043583	SCG3
ENSGALG00000030049	ENSGALG00000030049
ENSGALG00000032171	ENSGALG00000032171
ENSGALG00000038286	AP4E1
ENSGALG00000034098	ENSGALG00000034098
ENSGALG00000004788	TNFAIP8L3
ENSGALG00000013294	CYP19A1
ENSGALG00000013293	GLDN
ENSGALG00000039924	DMXL2
ENSGALG00000046123	ENSGALG00000046123
ENSGALG00000030542	SEMA6D
ENSGALG00000025506	MIR1744
ENSGALG00000004885	SLC24A5
ENSGALG00000032546	MYEF2
ENSGALG00000026105	uc_338
ENSGALG00000038266	CTXN2
ENSGALG00000004945	SLC12A1
ENSGALG00000038032	DUT
ENSGALG00000004960	FBN1
ENSGALG00000041219	ENSGALG00000041219
ENSGALG00000042025	ENSGALG00000042025
ENSGALG00000005011	ENSGALG00000005011
ENSGALG00000041362	SECISBP2L
ENSGALG00000046653	ENSGALG00000046653
ENSGALG00000000404	COPS2
ENSGALG00000036201	GALK2
ENSGALG00000028158	FGF7
ENSGALG00000005673	DTWD1
ENSGALG00000005682	SPATA5L1
ENSGALG00000046532	C10H15ORF48
ENSGALG00000021910	MIR147-1
ENSGALG00000005703	SLC30A4
ENSGALG00000040735	BLOC1S6
ENSGALG00000033780	SQRDL
ENSGALG00000030120	ITGB1BP3
ENSGALG00000033654	LOC100859848
ENSGALG00000031348	SPPL2A
ENSGALG00000026117	MIR6596
ENSGALG00000023451	TRPM7
ENSGALG00000005894	USP8
ENSGALG00000023440	GABPB1
ENSGALG00000023436	HDC
ENSGALG00000023435	GATM
ENSGALG00000005992	PDE8A
ENSGALG00000042277	ENSGALG00000042277
ENSGALG00000025614	SCARNA15
ENSGALG00000029828	SCARNA15
ENSGALG00000005996	FSD2
ENSGALG00000006002	WHAMM
ENSGALG00000006008	HOMER2
ENSGALG00000006010	FAM103A1
ENSGALG00000026607	ENSGALG00000026607
ENSGALG00000006020	BTBD1
ENSGALG00000006027	TM6SF1
ENSGALG00000006036	HDGFRP3
ENSGALG00000006041	BNC1
ENSGALG00000006045	SH3GL3
ENSGALG00000006083	LMINA
ENSGALG00000006104	ADAMTSL3
ENSGALG00000006119	SAXO2
ENSGALG00000006225	EFL1
ENSGALG00000032984	MEX3B
ENSGALG00000035438	ENSGALG00000035438
ENSGALG00000006376	TMC3
ENSGALG00000021193	STARD5
ENSGALG00000006388	IL16
ENSGALG00000021183	CFAP161
ENSGALG00000034021	ENSGALG00000034021
ENSGALG00000006399	MESDC1
ENSGALG00000029565	ENSGALG00000029565
ENSGALG00000006403	mesd
ENSGALG00000006413	CEMIP
ENSGALG00000021171	LOC415478
ENSGALG00000043030	ENSGALG00000043030
